L_Amyg,R_Amyg,L_FFA,R_FFA,L_IPG,R_IPG,L_TP,R_TP,mPFC,Nonsocial,Social
-1.5258653,-0.77061343,-6.878055,-3.8620453,-0.22518723,-0.23176901,-2.0960104,-0.47679168,-1.7448113,0.00112969346500733,0
-0.38932824,-1.3630644,-6.8938646,-5.330958,-0.87974817,-0.24977861,-2.0299327,-0.99128276,-1.2126311,0.113054609989902,0
0.61703086,-0.63408613,-3.2534225,-2.4160755,-0.42236176,0.34993085,0.7871753,0.38952187,0.23697239,0.4814319489687,0
-0.85590005,1.4639394,1.1057695,3.5645535,2.0566611,1.5442992,0.014305232,0.3326789,0.8346125,0.764812356352437,0
3.8901038,1.2226797,3.6719916,4.9779077,2.282626,1.5711932,1.1214685,0.27112997,-0.8305889,0.623688202307342,0.00112969346500733
0.03847507,2.4040387,3.0077446,3.418781,1.9328629,1.6830378,1.0462165,1.0189933,-0.69216377,0.314716666162195,0.113054609989902
0.7134734,-2.747935,2.7497487,2.9162302,1.3319249,2.5060463,-0.30676833,0.17979671,0.5922831,0.08912400646023,0.4814319489687
1.8145069,0.78461385,3.3940947,3.8188808,0.4120775,0.5171654,2.4610343,0.07824785,1.5685728,-0.026322119846557,0.764812356352437
-1.102211,0.114782296,3.9173503,2.854554,-0.07503308,-0.11370786,1.1096936,-0.3338897,1.3223042,-0.0678730126335314,0.623688202307342
0.73846775,0.4568556,3.1945102,1.0263162,-0.0146363,-0.39870748,0.70658666,0.13162042,1.8857044,0.0424814257508068,0.314716666162195
-0.07174129,0.5072622,-0.5048921,-0.30345172,-0.15461582,-0.37424144,1.2180223,0.38771865,0.3383286,0.427593487262564,0.08912400646023
-3.2428973,-3.0851884,0.6316425,-0.676033,-0.052826647,-0.3497752,-1.0034903,0.4508755,0.40122503,0.730724663823271,-0.026322119846557
-1.8755907,-0.44549587,0.506459,-0.51956177,-0.37813067,-0.911473,0.7281592,0.072856165,-0.45632222,0.60498311448698,-0.0678730126335314
-1.6562141,0.81324357,-1.817943,-0.90284574,-0.6178279,-0.5775411,-1.0134864,-0.8404572,-0.46391967,0.305588581429501,0.0424814257508068
-2.09956,0.93507904,0.36937284,0.100719735,0.20550387,-0.038511742,-0.9893154,-0.5243596,1.8436892,0.0850892688152043,0.427593487262564
0.07839767,2.3604858,1.6777824,0.907038,-1.4293028,-1.628124,2.423519,-0.2635556,1.7031618,-0.0279603530225438,0.730724663823271
-4.3827004,-1.2736311,-0.7677138,0.011521311,-1.5871558,-1.2808428,-0.75033677,-0.94392776,-2.3698945,-0.0695669775650166,0.60498311448698
-2.8142097,-2.997034,-1.4710225,-1.5307847,-0.18997572,0.5324601,-1.247939,-0.5937129,-1.9887692,-0.0706892084778917,0.305588581429501
1.1093093,0.59503907,-1.1743312,-3.3773727,-0.11358639,-0.10084041,1.0851905,-0.5693785,0.8133002,-0.0538384617061353,0.0850892688152043
-0.014509348,1.4371121,-3.4909222,-3.7988796,-1.7069992,-0.9380236,0.82341313,-0.01210435,0.6274547,-0.032957999064159,-0.0279603530225438
-2.8365524,-2.655337,-5.037982,-6.053726,-2.7971196,-1.0179275,-2.4441154,-0.8595355,-1.7900105,0.0943495221695402,-0.0695669775650166
-2.214808,-2.3608837,-3.7959764,-4.019579,-2.7160273,-0.8866645,-1.4766413,-0.5740263,-2.719062,0.472303864236006,-0.0706892084778917
3.4661057,2.0347605,-1.1125666,0.16441426,-2.4148037,-1.2384121,0.7529563,-0.20733942,-0.30570987,0.760777618707412,-0.0538384617061353
-0.018658422,0.4363581,2.805218,3.0059001,-1.1737856,-0.46394572,0.26110512,-0.21124126,-0.24180666,0.622049969131355,-0.0340876925291663
1.9936175,0.39747897,3.2347221,1.8122191,0.024899462,1.0593064,0.10943538,-0.051613793,-0.10841705,0.315282088160725,-0.0187050878203617
1.3609236,2.4002666,0.027507486,-0.22549994,-0.17434634,0.044938415,0.20180754,-0.40845704,-2.5460248,0.202062592211335,-0.00912808473269391
0.49154314,-0.52551717,-1.5898641,-0.65771383,-0.6059532,-0.37112945,-1.2078737,-0.5711824,-2.4196846,0.455109829122142,-0.00403473764502571
-0.9813878,1.0248892,0.116983585,1.6837728,-1.086479,-1.8660802,-0.21245997,0.081386335,0.2504627,0.695809650253899,-0.00163823317598674
2.8711264,1.8312482,0.5933621,2.1812224,-1.4710484,-1.6231672,2.0426083,1.0480728,1.1582729,0.553115018068247,-0.000170245079470972
1.8064785,1.3102258,1.0736468,0.49365613,0.025848512,-0.68243897,0.65346843,0.71005297,0.18894358,0.26087820445606,0.0887451114945605
-1.5599436,-0.27627185,-0.09059937,1.3901868,0.317666,-0.13612765,-0.47683683,0.2555631,-0.5779691,0.0550363139310637,0.439625759290927
2.322155,2.5538967,1.38578,2.0772407,-0.4733015,-1.4648174,2.1208777,0.6234257,2.070024,-0.0450272076669187,0.755225238865694
