L_Amyg,R_Amyg,L_FFA,R_FFA,L_IPG,R_IPG,L_TP,R_TP,mPFC,Nonsocial,Social
-2.1117158,-3.2413018,-4.851474,-5.862561,0.5196424,1.0880979,-1.5787864,-1.5597082,-4.006638,0.00112969346500733,0
-1.7604191,-3.5105412,-4.864679,-6.0023303,-0.98942435,0.07319778,-0.7310665,-1.2996154,-3.8725808,0.113054609989902,0
-2.320365,-3.5476346,-4.483354,-5.8806353,-1.4636844,-1.5679162,-2.7666667,-0.93128675,-3.924829,0.4814319489687,0
-0.9986548,-0.26330158,-1.8989003,-3.2298849,-0.41960067,-0.9711663,-1.0044001,-0.92295957,-2.6890666,0.764812356352437,0
-1.3041632,0.16388857,-1.7714795,-2.7580314,-0.31719092,-0.9144657,-0.31855318,-0.3993377,-1.9165426,0.623688202307342,0.00112969346500733
-1.236891,-0.4267779,0.12937799,-2.3458135,-0.07178955,-0.84926903,-0.79868734,-0.9333631,-1.2004128,0.314716666162195,0.113054609989902
-0.7909199,-0.91030186,-0.19632643,-2.753169,-0.80569214,-2.0049486,-0.45877314,-0.5132705,-1.4953613,0.08912400646023,0.4814319489687
-0.12601413,2.332365,-0.11578108,-1.7339175,-0.035361607,-0.7516439,0.2895229,-0.8049425,-1.4378432,-0.026322119846557,0.764812356352437
1.3140397,2.0571742,1.6171082,-0.2712406,-0.29795656,-0.12698081,0.62122023,-0.11661495,-2.189991,-0.0678730126335314,0.623688202307342
-1.6305213,-0.2537307,1.873435,-0.3605517,-0.43355227,0.106904685,-0.20566857,-0.47534618,-0.049896505,0.0424814257508068,0.314716666162195
0.0047978563,0.32226944,2.6063247,1.233623,0.6265246,0.2983145,-0.5420075,-1.3317235,0.7296767,0.427593487262564,0.08912400646023
2.8708885,1.2792213,0.9485884,0.3537917,1.4184905,0.7991901,0.83159703,-0.7775135,1.0309021,0.730724663823271,-0.026322119846557
1.0091659,-0.03763574,-1.2443033,-1.9740515,-0.10092354,0.54035825,-0.21386194,-0.19977428,2.1357496,0.60498311448698,-0.0678730126335314
1.6149007,2.4490788,-0.91375786,-1.7468492,0.36837244,0.64681613,0.122765936,0.5120827,1.7048489,0.305588581429501,0.0424814257508068
-0.22907002,0.019125976,1.2917873,0.5613931,2.0135841,3.0603135,0.3410702,-1.0607659,0.7674031,0.0850892688152043,0.427593487262564
1.6074336,-0.07154087,3.1496763,2.8512862,1.5393257,2.2929869,-1.3009375,-0.015967855,0.93871677,-0.0279603530225438,0.730724663823271
0.41435102,3.2127926,5.4099097,4.87971,0.04060631,1.9843978,0.5106279,1.2770659,1.9156713,-0.0695669775650166,0.60498311448698
1.3336946,2.003078,6.2638907,5.056458,0.7864776,1.4160979,1.1899023,0.41598216,2.8674512,-0.0706892084778917,0.305588581429501
3.1406126,2.5850315,3.8522508,3.7469623,-0.17884552,0.1936722,1.2019612,1.190192,2.5140939,-0.0538384617061353,0.0850892688152043
0.361731,0.5300783,0.69842094,1.6255407,1.0317483,1.8316835,-0.15163273,1.9185187,1.154692,-0.032957999064159,-0.0279603530225438
2.5650983,0.97512555,-2.2835329,-0.5937408,1.7258797,2.4429963,0.86453485,1.0950824,0.04302614,0.0943495221695402,-0.0695669775650166
-0.4090491,-0.15125549,-1.6092385,-0.49344978,-0.103977345,1.4717864,-1.2105055,-0.021295534,-0.84910285,0.472303864236006,-0.0706892084778917
-1.3476933,0.63903034,0.2720886,0.073202364,-0.11727808,-0.06981406,-1.800749,0.16350295,0.29904988,0.760777618707412,-0.0538384617061353
-2.2449172,-0.43973175,0.6612277,0.6933711,-1.1898457,-1.9330152,0.03218359,-0.40463975,0.5972534,0.622049969131355,-0.0340876925291663
0.13596418,0.5053158,2.9605222,2.1835709,0.64351445,0.20135549,1.1527073,0.17074665,1.6537652,0.315282088160725,-0.0187050878203617
1.1558996,0.57536334,1.6738812,1.710467,0.84846425,0.016551951,0.07930959,1.0743686,1.912691,0.202062592211335,-0.00912808473269391
0.5190301,2.0323157,0.7895832,1.6670288,0.9790959,0.612088,0.032206923,1.1556376,0.9601402,0.455109829122142,-0.00403473764502571
2.000504,1.3523631,1.7021598,2.0761871,-0.05678155,-0.4331522,1.3417194,0.62161183,-1.1686451,0.695809650253899,-0.00163823317598674
-0.29908726,-0.26211295,1.9116112,2.064859,-2.3052652,-2.8849447,0.49921837,0.594646,-0.4424465,0.553115018068247,-0.000170245079470972
-0.29098618,-1.1325423,1.0312194,0.8348732,-1.3129215,-2.5260606,-1.3605397,-0.14055593,-0.19157436,0.26087820445606,0.0887451114945605
1.1372331,1.538696,2.1781707,1.3541249,0.33605435,-0.1975146,1.0919484,0.012477661,0.047212712,0.0550363139310637,0.439625759290927
-0.87833446,1.5194578,2.5868413,1.8305632,0.7263286,0.9222937,-0.22877853,0.35256994,1.8308144,-0.0450272076669187,0.755225238865694
1.6978143,1.6252202,2.194731,1.2137287,-1.7761526,-0.32683077,0.62058604,-0.33439636,0.7423099,-0.0781307908312326,0.651822746539856
2.1201158,0.24288645,3.7948065,1.8736526,-0.4592564,-0.23372152,2.1412714,0.35040215,-0.87489545,-0.0746079218841208,0.34414389216377
1.9092821,0.4022197,0.7347277,0.3577358,-0.211974,1.4067186,0.1730526,0.3952012,0.09400285,-0.055476694882122,0.195075210858199
-2.2187104,-1.6348757,-1.0167577,0.41674212,-0.128379,0.72555506,-0.51004,0.22470477,0.7184896,-0.0346519639956442,0.42095083078964
-1.0626813,0.07802902,-0.15886842,0.7249844,-0.0645393,0.22278997,-0.7888598,-0.83873224,-0.39418337,-0.0188211120591583,0.688201114165272
-1.4451121,-1.2031144,-0.7970731,0.7916366,-0.2622236,-0.595509,-1.4423704,-0.58569866,-0.056705054,-0.00912808473269391,0.58026240115176
-1.6500293,1.5038382,-0.49777758,-0.5178578,-0.4410933,-0.63832194,-0.9208617,-1.132665,-0.55507773,-0.00403473764502571,0.288307604636975
0.58292377,-0.29516184,0.9030801,0.2429835,1.7045898,1.0749325,0.7017136,-0.7231613,0.6071738,-0.00163823317598674,0.159144141205656
1.4726819,0.7808382,1.1789382,2.386088,1.5642917,0.994498,0.18131627,-0.073656775,1.4230006,-0.000564271466477839,0.400976676631192
2.1198368,2.356838,3.4040153,5.457328,2.4559746,2.178626,1.4168743,0.9287887,1.2922008,-0.000116024238796585,0.678347715759961
0.7314876,1.8614095,6.5040913,6.6830025,0.5706155,1.1212505,2.3903158,1.0406462,1.0697583,9.95908998626293e-05,0.575866774556366
0.20112692,-0.28878126,4.111981,5.4423127,0.24687251,1.3102322,-0.28949016,1.1113272,1.8291899,0.0679324857964782,0.286114573254366
0.7417724,0.04912356,0.39955774,2.6267004,0.660665,1.5295552,0.45716286,-0.010934045,1.4325296,0.397781052752358,0.0696448347461687
0.73803926,0.00012347173,-0.18395944,3.4181237,0.5043728,0.85810053,-0.39848587,-0.043782733,1.0338544,0.740594116409033,-0.0387924885683847
0.27868453,0.68326616,-1.3065386,2.4526665,0.56350917,0.32742342,-0.5934926,0.33395687,0.31191623,0.677991239282359,-0.0768775231057326
0.026430756,1.1223614,1.1490068,1.4031113,0.22659603,-0.962962,0.29777738,0.50110763,1.1468769,0.373721760682434,-0.0759559719834906
2.277135,1.8650277,1.7412713,0.6792426,0.19165844,-0.59679514,2.5998945,1.229436,1.9385345,0.124475627132401,-0.0576352925223975
0.42724812,1.9291229,0.46634755,0.9217361,0.8622714,1.043644,0.8231283,1.5918815,2.5297885,-0.0102725487131823,-0.0365692403786734
2.814047,0.20750405,-0.52732575,0.67951965,0.5244179,2.0869954,0.54841727,0.68962073,2.7454116,-0.0646145023724884,-0.0201175600670973
2.7866445,1.0394564,-1.7475611,1.6605437,-0.056145526,1.3572892,-1.1371403,0.4332424,1.9701015,-0.0722511818756177,-0.00985339840531056
-0.01590438,-1.1762104,-2.651391,-0.9012438,-0.9396257,-0.7340677,-1.0100447,-0.19960627,1.8171474,0.0101332365593056,-0.00439562659539399
0.35314342,0.7926463,-3.3130324,-2.885051,-1.7327931,-2.0984836,-0.74408233,0.0781331,0.14556174,0.359961802296021,-0.0017990049956025
-1.7807673,-0.98254347,-1.6738939,-2.312282,-2.2286918,-2.4167826,-0.94894993,0.18881404,0.067128524,0.719290131706046,-0.00063817072613008
1.2510027,1.2601223,0.1957141,-1.7257533,-2.69166,-2.5797408,0.25867236,0.23714165,-0.8280221,0.667379800225299,-0.000143405908650023
0.3064408,1.389694,0.6200094,0.06414101,-0.97777504,-0.83493245,0.7210187,0.5784106,-0.92256737,0.419222324234453,0
-0.7978845,-0.22478221,0.27086765,-0.26981854,-1.5611604,-0.8631823,0.06997282,0.16203249,0.2628454,0.478898056313608,0
-0.21581881,-0.2797348,-0.31655562,-0.4814543,-0.8265778,-1.9351223,0.75582045,0.12094852,-1.2868892,0.710060656759049,0
-0.9769484,-2.4358773,-1.3649162,-0.24201924,-1.2142897,-2.3238084,-0.12283544,0.51868814,-0.52242017,0.636957614115292,1.42503639134117e-05
-1.4777231,-2.5086873,0.575004,-0.6279669,0.26817617,-1.095992,0.8727906,-0.96945447,0.82613516,0.332143782308535,0.0502852456240659
0.31736016,-0.29578263,1.2180498,0.34847134,0.6885544,0.6415349,0.42798778,0.18240228,2.2512264,0.0861412535848889,0.356396511639618
2.0532718,1.2266461,1.8571892,1.808089,-0.2861766,-0.5165696,0.27242187,0.08955375,2.037849,-0.0388944986837334,0.721052677396002
3.6294196,0.7669314,2.1096091,2.2585332,-3.3324013,-1.8688493,1.0782366,-0.15153065,1.3098682,-0.0830504133586584,0.701745852716097
-0.38614735,-0.29992566,2.1315615,1.1738093,-0.9092031,-0.63374996,1.6671234,0.36856222,-0.71317786,-0.0835497548355423,0.404494555084015
0.14858104,-0.39059234,-0.5378938,0.35972756,0.46790093,0.8343595,-0.8006859,0.56983113,1.2758609,-0.0644853018079558,0.143940502822062
1.9140786,-0.046735447,0.15202665,-0.8488498,0.60323626,0.7684872,1.2738221,-0.32654727,0.16117504,0.00856349611130474,-0.00107524822739665
0.70324457,1.8209311,-0.69320893,-0.526846,0.92765963,1.1298008,-1.2145276,0.45942748,-1.3653952,0.332982177460002,-0.0617464286556713
0.8888603,-0.15664041,-0.2571949,1.2492863,0.5578212,1.0821326,-1.1671375,-0.50518584,-1.3763579,0.709432096663144,-0.0729240654145685
-1.6059967,-1.2770691,-0.30946165,0.03917968,-0.6295156,-1.2203896,-0.01703321,0.32902405,-1.1556954,0.696556470667527,-0.0597148700998222
0.51453006,0.86440724,-1.7757914,-0.8467679,-0.57508326,-1.7292244,-0.26709408,0.5549985,-0.1273824,0.452615238911345,-0.0397476670543498
-0.7673096,-0.011974078,-1.4960271,-0.9437246,0.86504924,0.5216537,0.6422535,0.9280325,-0.017497428,0.499528163679257,-0.0226948622558453
-0.7177886,0.8080736,-0.32954425,0.45931923,0.71063864,0.6414622,0.21635085,0.08694838,-0.23087554,0.719770117975408,-0.0114468445045417
-1.2659004,-0.6814027,0.40334502,2.0305593,0.3690225,1.0039883,-0.8710152,0.7446879,0.030066911,0.639999424060425,-0.00520363241248339
-2.228214,0.15650198,-0.44970325,0.7042438,0.5306981,0.9259808,0.22074871,0.03301537,0.4450878,0.331570489669446,-0.00216456179673621
0.34201753,-1.6484507,-3.033221,-2.3850684,-0.26341116,-0.5258126,0.5253307,-0.0645388,-0.10061649,0.0842256327222393,-0.000808850782422698
-0.9575737,-0.7807836,-7.4018936,-5.1395154,0.80983555,0.63647085,0.28184408,0.076730005,-1.0571972,-0.0408229152817464,-0.000207311193196642
-1.2157443,-1.0916886,-8.129943,-6.1936617,0.3496865,-0.635712,-0.5762694,-0.8055311,-1.1326091,-0.0844412909115167,1.42503639134117e-05
0.89294803,-3.152594,-10.385334,-7.146888,-0.79719806,-0.9625051,-1.300447,-0.67955595,-1.4195014,-0.0843709099191102,0.0502852456240659
-1.5841577,-2.624213,-7.328231,-5.814179,-1.5574409,-2.0769215,-1.692661,-1.5406399,-1.1283482,-0.0649185025123056,0.356396511639618
-1.120436,-2.518451,-2.7398682,-3.7765775,-2.2951083,-3.6792004,-0.9065673,-0.66290003,-2.1755607,-0.041912228851086,0.721052677396002
-2.0472462,-1.6269746,-2.549947,-3.2328608,-2.9876168,-4.0035677,-1.2568735,-1.3181019,-2.2691023,-0.0235031891159666,0.701745852716097
-0.61902654,-1.6104985,-1.4108086,-2.6325712,-1.924719,-3.8631332,-0.38368124,-0.97212756,-2.6969805,0.0241858349173567,0.404494555084015
-1.0606297,-1.3142607,-2.283388,-2.9833508,-1.2277642,-3.0467162,0.23314416,-1.1567413,-3.184279,0.310705489345785,0.143940502822062
